lig-ID,premin-score-POSIT,docking-score-POSIT,Vina-score-premin,Vina-score-min,gnina-RMSD,gnina-dock-Affinity,gnina-Affinity-var,CNN_dock_score,CNN_dock_affinity,CNNvariance
ASAP-0015092,0.0,-10.7325439453125,-9.533,-10.005,0.44489,-10.17708,-1.41793,0.97523,-7.5128,0.04957
ASAP-0015672,0.0,-9.494678497314451,-9.171,-9.816,0.45678,-9.85585,-1.69445,0.97474,-7.45643,0.05203
ASAP-0000863,0.0,-4.6707611083984375,-6.683,-7.168,1.00617,-7.4197,-0.31515,0.9217,-5.82655,0.03749
ASAP-0016902,0.0,-9.659418106079102,-8.684,-9.013,0.48353,-9.13806,-1.09757,0.89498,-7.30311,0.02653
ASAP-0011338,0.0,-5.551987648010254,-7.731,-8.084,1.02293,-8.60429,-0.81511,0.21607,-5.16128,0.23118
ASAP-0014618,0.0,-7.923300743103027,-8.863,-9.387,0.53068,-9.57597,-1.71734,0.91999,-7.22486,0.01882
ASAP-0010910,0.0,-8.3795747756958,-8.662,-8.81,0.52619,-8.93379,-0.42024,0.96031,-6.55787,0.11627
ASAP-0028935,0.0,-9.056962013244627,-7.671,-8.102,1.26062,-8.79885,-2.39161,0.58677,-7.08384,0.3573
ASAP-0008599,0.0,-11.765854835510254,-7.517,-7.874,0.56188,-8.41592,-0.62676,0.80772,-6.26944,0.08303
ASAP-0013262,0.0,-9.145776748657228,-8.828,-9.234,0.55382,-9.27514,-2.09052,0.93658,-7.38128,0.00462
ASAP-0011298,0.0,-6.925607681274414,-6.479,-6.553,0.75947,-7.18707,-0.86666,0.89211,-5.9255,0.11182
ASAP-0011346,0.0,-8.051833152770996,-5.043,-5.352,0.517,-6.14881,-0.31607,0.79461,-5.45905,0.10475
ASAP-0015773,0.0,-10.89426040649414,-8.44,-8.7,0.42733,-8.9669,-1.25432,0.98141,-7.66754,0.03956
ASAP-0029024,0.0,-7.957751274108887,-8.749,-9.378,0.40773,-9.45598,-2.42069,0.80642,-7.43366,0.06208
ASAP-0008372,0.0,-5.315675735473633,-5.513,-5.806,0.67178,-6.35821,-1.05149,0.51111,-5.2616,0.15081
ASAP-0000362,0.0,-10.944795608520508,-8.764,-8.928,0.68568,-9.14912,-1.0725,0.70323,-6.82433,0.1294
ASAP-0011362,0.0,-6.767242431640625,-6.325,-6.558,0.48971,-7.33156,-0.31736,0.86108,-5.79595,0.08425
ASAP-0029282,0.0,-6.194319248199463,-6.343,-7.076,0.41918,-7.31771,-0.1362,0.35634,-5.51037,0.06031
ASAP-0011336,0.0,-8.854043006896973,-7.479,-7.553,0.3891,-7.69337,-0.38781,0.95092,-6.00828,0.09951
ASAP-0000580,0.0,-6.202700614929199,-8.012,-8.466,0.50302,-8.75766,-3.08818,0.73211,-6.82273,0.12755
ASAP-0012168,0.0,-5.203055381774902,-7.493,-7.941,0.61013,-8.64501,-2.20486,0.1328,-6.36967,0.29404
ASAP-0013308,0.0,-10.47638702392578,-9.228,-9.846,0.29607,-9.79487,-1.18635,0.87817,-6.94357,0.02207
ASAP-0015913,0.0,-9.659221649169922,-9.214,-9.649,0.43654,-9.79685,-2.60905,0.91034,-7.72553,0.09301
ASAP-0029422,0.0,-9.227164268493652,-8.825,-9.209,0.42622,-9.52968,-2.75719,0.96489,-7.743,0.05934
ASAP-0016510,0.0,-8.581768989562988,-9.25,-9.854,0.38666,-9.98951,-2.3945,0.96755,-7.64362,0.16642
ASAP-0000215,0.0,-9.218722343444824,-7.647,-7.943,0.62336,-8.11434,-2.29841,0.51126,-6.41867,0.10544
ASAP-0011175,0.0,-7.669211387634277,-6.004,-6.624,0.70728,-7.2068,-0.61396,0.67163,-5.72342,0.04797
ASAP-0008385,0.0,-9.550189971923828,-6.323,-6.323,0.48333,-8.62007,-0.14284,0.96547,-6.40726,0.11446
ASAP-0014789,0.0,-8.72905158996582,-8.608,-8.868,0.28959,-8.92423,-1.70685,0.91864,-7.19944,0.00899
